MT-TF	ENSG00000210049
LNCAROD	ENSG00000231131
HCFC1R1	ENSG00000103145
TRAJ17	ENSG00000211872
LHX2	ENSG00000106689
PPP1R14C	ENSG00000198729
MOB3C	ENSG00000142961
MTFR1	ENSG00000066855
TUBB4A	ENSG00000104833
MKNK1-AS1	ENSG00000269956
TRAJ16	ENSG00000211873
TRAJ14	ENSG00000211875
MKNK1	ENSG00000079277
TRAJ13	ENSG00000211876
HNRNPMP2	ENSG00000269576
MBL2	ENSG00000165471
MSC	ENSG00000178860
TSPY1	ENSG00000258992
TRAJ12	ENSG00000211877
TNRC6C-AS1	ENSG00000204282
TMC6	ENSG00000141524
CSNK1A1P1	ENSG00000223518
GGTLC3	ENSG00000274252
RPL36AP45	ENSG00000240366
LARP4P	ENSG00000261315
OR55B1P	ENSG00000231548
RFXAP	ENSG00000133111
FAM197Y4	ENSG00000274196
SNX15	ENSG00000110025
SAMD1	ENSG00000141858
NUDT22	ENSG00000149761
PABPC1P9	ENSG00000229658
ACOT13	ENSG00000112304
SLC9B1P4	ENSG00000227367
CHEK2P4	ENSG00000235969
ZMYND10-AS1	ENSG00000235058
ZMYND10	ENSG00000004838
C6orf62	ENSG00000112308
NRN1	ENSG00000124785
MMP25	ENSG00000008516
SSU72P5	ENSG00000284018
LUADT1	ENSG00000196634
ZNF782	ENSG00000196597
STXBP5	ENSG00000164506
SNX31	ENSG00000174226
ACSBG1	ENSG00000103740
PSMG4	ENSG00000180822
LINC00642	ENSG00000233208
SRA1	ENSG00000213523
SHQ1	ENSG00000144736
SSU72P2	ENSG00000284306
DNAJC4	ENSG00000110011
SSU72P6	ENSG00000236175
LINC01399	ENSG00000233080
SSU72P4	ENSG00000283873
MMP25-AS1	ENSG00000261971
SSU72P3	ENSG00000284546
SSU72P7	ENSG00000284438
APCDD1	ENSG00000154856
WFDC11	ENSG00000180083
OR52B4	ENSG00000221996
PEBP4	ENSG00000134020
SMAD9-IT1	ENSG00000236711
SMAD9	ENSG00000120693
OR52B3P	ENSG00000175800
TUBB2B	ENSG00000137285
ACRBP	ENSG00000111644
CEBPD	ENSG00000221869
LINC00906	ENSG00000267339
ARL2	ENSG00000213465
C6orf141	ENSG00000197261
ZNF563	ENSG00000188868
AOC2	ENSG00000131480
ST6GAL1	ENSG00000073849
SELENOP	ENSG00000250722
TRIM21	ENSG00000132109
SLC22A23	ENSG00000137266
THOC6	ENSG00000131652
SPACA1	ENSG00000118434
RPL36AP33	ENSG00000235619
FAM166B	ENSG00000215187
DAG1	ENSG00000173402
ESRP1	ENSG00000104413
C15orf39	ENSG00000167173
TMEM147	ENSG00000105677
SH2D7	ENSG00000183476
ARL2-SNX15	ENSG00000273003
ZNF792	ENSG00000180884
LARS2-AS1	ENSG00000232455
TRAJ11	ENSG00000211878
LINC02672	ENSG00000227121
LARS2	ENSG00000011376
ARL4D	ENSG00000175906
TRAJ10	ENSG00000211879
IDH3A	ENSG00000166411
SNRPEP8	ENSG00000231399
TRAJ9	ENSG00000211880
PCSK4	ENSG00000115257
AOC3	ENSG00000131471
TRAJ8	ENSG00000211881
TRAJ7	ENSG00000211882
TRAJ6	ENSG00000211883
KCTD6	ENSG00000168301
TRAJ5	ENSG00000211884
KLHL32	ENSG00000186231
RUSC2	ENSG00000198853
AP2S1	ENSG00000042753
KRT18P47	ENSG00000259489
AGAP14P	ENSG00000279058
CNR1	ENSG00000118432
CLN6	ENSG00000128973
NWD1	ENSG00000188039
LINC01436	ENSG00000231106
STXBP5-AS1	ENSG00000233452
TNRC6C	ENSG00000078687
TMSB4XP4	ENSG00000223551
RPL23AP3	ENSG00000214914
SLC27A4	ENSG00000167114
NIFKP4	ENSG00000261205
LPAR5	ENSG00000184574
TRAJ4	ENSG00000211885
GOLGA6C	ENSG00000167195
NPY4R	ENSG00000204174
KTN1-AS1	ENSG00000186615
PPIAP6	ENSG00000258477
TRAJ3	ENSG00000211886
TRAJ2	ENSG00000211887
RAD51B	ENSG00000182185
NDUFC2	ENSG00000151366
RPL7AP4	ENSG00000213641
ABI1P1	ENSG00000271484
APOO	ENSG00000184831
LAMTOR3P1	ENSG00000228825
RPL29P28	ENSG00000232378
ANXA8L1	ENSG00000264230
GOLGA6D	ENSG00000140478
IYD	ENSG00000009765
TMEM147-AS1	ENSG00000236144
PRXL2A	ENSG00000122378
NEIL2	ENSG00000154328
EIF4A1P5	ENSG00000226161
GAPDHS	ENSG00000105679
SUSD2	ENSG00000099994
MYO10	ENSG00000145555
NDUFC2-KCTD14	ENSG00000259112
PARVA	ENSG00000197702
PTPN13	ENSG00000163629
PSMF1	ENSG00000125818
BICDL2	ENSG00000162069
AOC4P	ENSG00000260105
RNF180	ENSG00000164197
ZNF710	ENSG00000140548
THRSP	ENSG00000151365
THEG	ENSG00000105549
EHBP1	ENSG00000115504
KCTD14	ENSG00000151364
PRELID3BP6	ENSG00000249516
PPIAP77	ENSG00000249092
CCDC152	ENSG00000198865
ZNF710-AS1	ENSG00000259291
RPL7AP69	ENSG00000268483
CXorf58	ENSG00000165182
RELL2	ENSG00000164620
MIR2117HG	ENSG00000267151
PRLR	ENSG00000113494
NOL7	ENSG00000225921
DNM1P34	ENSG00000260357
OCM	ENSG00000122543
LINC00200	ENSG00000229205
MYCN	ENSG00000134323
SGMS2	ENSG00000164023
ANP32BP1	ENSG00000259790
RPL9P7	ENSG00000238103
PRELID3BP4	ENSG00000251163
PRELID3BP5	ENSG00000251656
ADARB2	ENSG00000185736
GAPDHP19	ENSG00000234529
SNHG18	ENSG00000250786
MYCNOS	ENSG00000233718
SF3B6	ENSG00000115128
MITF	ENSG00000187098
FAM25BP	ENSG00000273225
CYP2AC1P	ENSG00000216998
MYCNUT	ENSG00000223850
FCHSD1	ENSG00000197948
HNRNPA1P33	ENSG00000213412
RANBP9	ENSG00000010017
LINC00842	ENSG00000285294
ACTG1P3	ENSG00000215388
RPL7P51	ENSG00000243469
C20orf202	ENSG00000215595
CIB2	ENSG00000136425
TMEM74B	ENSG00000125895
NDUFS6	ENSG00000145494
ADARB2-AS1	ENSG00000205696
RPA1	ENSG00000132383
LOXL1	ENSG00000129038
OR4F3	ENSG00000230178
TMED10	ENSG00000170348
WBP1LP4	ENSG00000251035
SPACA6	ENSG00000182310
RPL23AP45	ENSG00000213285
RPL12P7	ENSG00000242941
CYP2U1	ENSG00000155016
GAPDHP70	ENSG00000249489
WFDC10B	ENSG00000182931
SUPT16H	ENSG00000092201
TSPY9P	ENSG00000238074
SSR1P1	ENSG00000220598
TRAJ1	ENSG00000211888
LOXL1-AS1	ENSG00000261801
TRAC	ENSG00000277734
DDX11L10	ENSG00000233614
LINC02332	ENSG00000259054
NEK9	ENSG00000119638
CCZ1	ENSG00000122674
WFDC13	ENSG00000168634
FAM230B	ENSG00000215498
CALML4	ENSG00000129007
FAM197Y3	ENSG00000230066
SUCLA2	ENSG00000136143
HOXA10-AS	ENSG00000253187
GPRIN2	ENSG00000204175
HOXA10	ENSG00000253293
RHBDL1	ENSG00000103269
TMX3	ENSG00000166479
DDX58	ENSG00000107201
GRM5	ENSG00000168959
KCNMB3P1	ENSG00000239435
TMEM191B	ENSG00000278558
SPACA6P-AS	ENSG00000269959
LINC02023	ENSG00000239205
PRDM2	ENSG00000116731
EFCAB8	ENSG00000215529
HOXA9	ENSG00000078399
SMYD4	ENSG00000186532
DNAH11	ENSG00000105877
PIAS1	ENSG00000033800
TSPY6P	ENSG00000270073
RPS27P1	ENSG00000223876
SLITRK3	ENSG00000121871
GPR62	ENSG00000180929
PPP1R3C	ENSG00000119938
LINC02116	ENSG00000250417
GAPDHP28	ENSG00000213449
RPL7P20	ENSG00000254252
RSPH10B	ENSG00000155026
USP29	ENSG00000131864
FAM170B-AS1	ENSG00000234736
FAM197Y2	ENSG00000234803
BRAT1	ENSG00000106009
DNAJB5	ENSG00000137094
FAM170B	ENSG00000172538
FAF2P1	ENSG00000228759
ZNF658	ENSG00000274349
ACYP1	ENSG00000119640
TNKS2-AS1	ENSG00000228701
GRM5-AS1	ENSG00000255082
GGTA1P	ENSG00000204136
CNN2P4	ENSG00000213816
LINC02112	ENSG00000249781
GXYLT1P5	ENSG00000276591
ARHGEF19	ENSG00000142632
LINC00343	ENSG00000226620
DCXR	ENSG00000169738
ZC2HC1C	ENSG00000119703
LINC02221	ENSG00000250814
SAMD4B	ENSG00000179134
TAS2R1	ENSG00000169777
PTPA	ENSG00000119383
GNRH1	ENSG00000147437
HIF1AP1	ENSG00000258978
DAD1	ENSG00000129562
SPATA31A5	ENSG00000276581
CDC45	ENSG00000093009
STOM	ENSG00000148175
GOLGA6L2	ENSG00000174450
NADSYN1	ENSG00000172890
SLN	ENSG00000170290
ARHGEF19-AS1	ENSG00000234166
SMCR2	ENSG00000223979
RPL17P20	ENSG00000241250
TNFRSF11A	ENSG00000141655
LCA5L	ENSG00000157578
IL9RP3	ENSG00000226942
MTREX	ENSG00000039123
WASIR2	ENSG00000231439
ARHGAP35	ENSG00000160007
RBM26-AS1	ENSG00000227354
WASH4P	ENSG00000234769
TMEM273	ENSG00000204161
RBM26	ENSG00000139746
LMO7DN	ENSG00000178734
ABHD2	ENSG00000140526
PDE5A	ENSG00000138735
BUD13	ENSG00000137656
LMO7DN-IT1	ENSG00000223458
LINC00561	ENSG00000261206
CFAP410	ENSG00000160226
KCNB2	ENSG00000182674
AURKA	ENSG00000087586
CDH22	ENSG00000149654
HMGN2P40	ENSG00000260602
CEACAM5	ENSG00000105388
TERF1	ENSG00000147601
ITCH	ENSG00000078747
SLC35G2	ENSG00000168917
PRKACA	ENSG00000072062
CTDSPL2	ENSG00000137770
BSN-DT	ENSG00000226913
PAF1	ENSG00000006712
NCK1-DT	ENSG00000239213
RPL3	ENSG00000100316
LINC02637	ENSG00000272430
SYT15	ENSG00000204176
ADAM21	ENSG00000139985
RHAG	ENSG00000112077
C11orf58	ENSG00000110696
ADAM20	ENSG00000134007
CDCA7L	ENSG00000164649
ADAM20P1	ENSG00000259158
ARHGEF10L	ENSG00000074964
SPDYE11	ENSG00000275976
LINC01450	ENSG00000232458
SPDYE9P	ENSG00000262461
LINC01449	ENSG00000224017
SWAP70	ENSG00000133789
CEACAM6	ENSG00000086548
SMCO4	ENSG00000166002
DCLRE1A	ENSG00000198924
PLPP1	ENSG00000067113
AKR1B1P3	ENSG00000213785
CSPG4P12	ENSG00000259295
SRP14P2	ENSG00000234106
SOX6	ENSG00000110693
SUCLA2-AS1	ENSG00000227848
HAUS1P3	ENSG00000253226
RPS26P28	ENSG00000243538
LINC00562	ENSG00000260388
NIFKP8	ENSG00000259449
SBSPON	ENSG00000164764
NAP1L4P3	ENSG00000234145
CTSD	ENSG00000117984
NUDT15	ENSG00000136159
ELOBP1	ENSG00000234152
PRR23A	ENSG00000206260
PRR23B	ENSG00000184814
RPL27AP8	ENSG00000229423
PPIAP88	ENSG00000227350
GDE1	ENSG00000006007
RPL36AP6	ENSG00000231293
TLK2	ENSG00000146872
MRPS22	ENSG00000175110
HMGB1P8	ENSG00000259699
UMPS	ENSG00000114491
SHLD2P1	ENSG00000165874
RHEBP1	ENSG00000229927
RPL17P44	ENSG00000241088
CAMK4	ENSG00000152495
RPS15AP27	ENSG00000236783
ACTBP9	ENSG00000266920
RNF138P1	ENSG00000250853
CHCHD4P2	ENSG00000237360
ITCH-AS1	ENSG00000236388
ITCH-IT1	ENSG00000231795
FDX1P1	ENSG00000181741
POLR3K	ENSG00000161980
CDC42P1	ENSG00000234933
TMEM259	ENSG00000182087
ACTBP8	ENSG00000220267
RPEP6	ENSG00000257075
SNRNP25	ENSG00000161981
FOLR3	ENSG00000110203
LAMB2	ENSG00000172037
LINC00671	ENSG00000213373
PEPD	ENSG00000124299
NGFR	ENSG00000064300
EIF3J-DT	ENSG00000179523
G6PC	ENSG00000131482
HNRNPMP1	ENSG00000259335
NXPH3	ENSG00000182575
LINC01879	ENSG00000276397
LINC01034	ENSG00000224933
ARL2BPP1	ENSG00000265934
FRMPD4	ENSG00000169933
NFIC	ENSG00000141905
CCND3P2	ENSG00000265836
RGS7BP	ENSG00000186479
LINC01947	ENSG00000254130
ZNF236-DT	ENSG00000264278
TTC7B	ENSG00000165914
MBIP	ENSG00000151332
DEFB125	ENSG00000178591
SLC43A1	ENSG00000149150
ZNF665	ENSG00000197497
TSPY10	ENSG00000236424
RPL17P49	ENSG00000231211
FRMPD4-AS1	ENSG00000223487
CCT8L2	ENSG00000198445
DEFB126	ENSG00000125788
PISRT1	ENSG00000281473
PRR23C	ENSG00000233701
CDK5RAP2	ENSG00000136861
BPESC1	ENSG00000232416
INHBA-AS1	ENSG00000224116
ADAMTS9-AS1	ENSG00000241158
LRRIQ4	ENSG00000188306
BCORP1	ENSG00000215580
INHBA	ENSG00000122641
COPB2	ENSG00000184432
SPCS2	ENSG00000118363
FABP5P11	ENSG00000240122
SPINT4	ENSG00000149651
ABHD4	ENSG00000100439
ADAMTS9	ENSG00000163638
MYL6P2	ENSG00000235808
HNRNPA1P3	ENSG00000226188
RPS26P4	ENSG00000228349
F13A1	ENSG00000124491
ANKRD62P1	ENSG00000259271
PARP4P3	ENSG00000249263
SH3BGR	ENSG00000185437
GRIN3B	ENSG00000116032
YRDCP2	ENSG00000236745
NUTM2G	ENSG00000188152
FAM228A	ENSG00000186453
PKD1P5	ENSG00000254681
RPL36AP35	ENSG00000231810
SLC25A15P5	ENSG00000249288
ANKRD62P1-PARP4P3	ENSG00000189295
ACTL7B	ENSG00000148156
TMEM51-AS1	ENSG00000175147
TPTEP1	ENSG00000100181
CIRBP-AS1	ENSG00000267493
BSN-AS1	ENSG00000235120
BSN	ENSG00000164061
IGLV4-3	ENSG00000211672
PLEKHH2	ENSG00000152527
TP53I3	ENSG00000115129
IGLV3-2	ENSG00000253963
KAZN	ENSG00000189337
FAM74A3	ENSG00000274355
CHD7	ENSG00000171316
NPIPA9	ENSG00000233024
RPL21P47	ENSG00000241344
SPATA31A3	ENSG00000275969
MFSD14C	ENSG00000196312
RPL7P46	ENSG00000229917
HMGN1P11	ENSG00000248336
EXOC5P1	ENSG00000180673
CLEC16A	ENSG00000038532
VPS26C	ENSG00000157538
ALG5	ENSG00000120697
VWFP1	ENSG00000241717
STK40	ENSG00000196182
RNF167	ENSG00000108523
GACAT3	ENSG00000236289
WRB	ENSG00000182093
CRYL1	ENSG00000165475
LINC01322	ENSG00000244128
ACTL7A	ENSG00000187003
SLCO2A1	ENSG00000174640
BCHE	ENSG00000114200
PTMAP11	ENSG00000269907
PFN4	ENSG00000176732
TBCAP2	ENSG00000235829
PTGR1	ENSG00000106853
SUPT20H	ENSG00000102710
ZCCHC2	ENSG00000141664
KAZN-AS1	ENSG00000234593
OR52P2P	ENSG00000171999
OR52K3P	ENSG00000225101
ZPR1	ENSG00000109917
OR52K2	ENSG00000181963
TMEM51	ENSG00000171729
OR51R1P	ENSG00000237272
RPL7L1P7	ENSG00000251137
GPR143	ENSG00000101850
RPS21P4	ENSG00000242358
TAPT1-AS1	ENSG00000263327
FAM228B	ENSG00000219626
LARP1BP1	ENSG00000231442
TAPT1	ENSG00000169762
C1GALT1C1L	ENSG00000223658
FNIP1	ENSG00000217128
RNF135	ENSG00000181481
PRPS2	ENSG00000101911
ZNF442	ENSG00000198342
DSCR9	ENSG00000230366
LRRC31	ENSG00000114248
C1orf195	ENSG00000204464
MAPK10	ENSG00000109339
PPT2-EGFL8	ENSG00000258388
DEFB127	ENSG00000088782
TUT7	ENSG00000083223
LMF1	ENSG00000103227
DEFB128	ENSG00000185982
TBL1X	ENSG00000101849
SPINK2	ENSG00000128040
P2RX5	ENSG00000083454
FAM245B	ENSG00000285662
DEFB129	ENSG00000125903
NAALADL1	ENSG00000168060
PUM1	ENSG00000134644
ADAMTS9-AS2	ENSG00000241684
GALNT14	ENSG00000158089
C2CD4C	ENSG00000183186
CTSLP3	ENSG00000280913
LIAS	ENSG00000121897
DUSP8P3	ENSG00000215097
BMS1P1	ENSG00000204177
LINC02201	ENSG00000251538
C10orf71-AS1	ENSG00000236208
RPL12P49	ENSG00000230180
ARGFXP1	ENSG00000240058
TXLNG	ENSG00000086712
DPRXP4	ENSG00000264743
NDUFV2P1	ENSG00000267809
GLUD1P2	ENSG00000265366
MRPL51P2	ENSG00000232777
SLC35C2	ENSG00000080189
OR52K1	ENSG00000196778
FRGCA	ENSG00000236663
RNGTT	ENSG00000111880
OR52M2P	ENSG00000226616
OR52M1	ENSG00000197790
FOLR1	ENSG00000110195
C11orf40	ENSG00000171987
HIF3A	ENSG00000124440
VASP	ENSG00000125753
SLC25A11	ENSG00000108528
RBBP7	ENSG00000102054
LINC01532	ENSG00000267014
ASF1B	ENSG00000105011
MPV17	ENSG00000115204
SATB1	ENSG00000182568
ELP1	ENSG00000070061
TCF7	ENSG00000081059
GABRA5	ENSG00000186297
CRYAA	ENSG00000160202
COL22A1	ENSG00000169436
RAPGEF6	ENSG00000158987
OR52I2	ENSG00000226288
OR52I1	ENSG00000232268
LMF1-AS1	ENSG00000260439
CERS1	ENSG00000223802
DEFB132	ENSG00000186458
DPF2	ENSG00000133884
ENG	ENSG00000106991
IGLV3-1	ENSG00000211673
PRKDC	ENSG00000253729
ZNF483	ENSG00000173258
IGLC1	ENSG00000211675
IGLJ1	ENSG00000211674
IGLL5	ENSG00000254709
ZNF677	ENSG00000197928
URM1	ENSG00000167118
LINC01771	ENSG00000225675
WFDC3	ENSG00000124116
PHACTR2-AS1	ENSG00000235740
SPDYE10P	ENSG00000274570
ZC2HC1B	ENSG00000118491
PMS2P6	ENSG00000174384
LINC00686	ENSG00000237687
KRT18P43	ENSG00000240128
GDF1	ENSG00000130283
OR7E23P	ENSG00000228433
SAC3D1	ENSG00000168061
NTSR1	ENSG00000101188
KPNA6	ENSG00000025800
SLC25A3P1	ENSG00000236253
IRX4	ENSG00000113430
SDHCP1	ENSG00000264444
GABRB3	ENSG00000166206
GTF2IP4	ENSG00000233369
CCDC102B	ENSG00000150636
LTV1	ENSG00000135521
CA12	ENSG00000074410
PSMD3	ENSG00000108344
PLEKHG1	ENSG00000120278
ATRN	ENSG00000088812
GRAMD1A	ENSG00000089351
PHBP5	ENSG00000233523
NHLRC2	ENSG00000196865
PHACTR2	ENSG00000112419
CRAT	ENSG00000095321
RPAP1	ENSG00000103932
IGLJ2	ENSG00000211676
PDCL3P5	ENSG00000213089
IGLC2	ENSG00000211677
IGLJ3	ENSG00000211678
CCDC71	ENSG00000177352
IGLC3	ENSG00000211679
LINC00659	ENSG00000228705
CDK11B	ENSG00000248333
GGT2	ENSG00000133475
RAD23BP1	ENSG00000236570
DMRTB1	ENSG00000143006
PDCL3P3	ENSG00000214286
SULF2	ENSG00000196562
IDH3B	ENSG00000101365
SPINT5P	ENSG00000168630
STOML1	ENSG00000067221
PHLPP1	ENSG00000081913
TBC1D5	ENSG00000131374
ABCA13	ENSG00000179869
AZIN1	ENSG00000155096
ZIM3	ENSG00000141946
VTRNA2-1	ENSG00000270123
SAMD7	ENSG00000187033
DUXA	ENSG00000258873
MYOD1	ENSG00000129152
HMGN2P30	ENSG00000213721
FSCN2	ENSG00000186765
MKRN3	ENSG00000179455
GLI3	ENSG00000106571
OGFR	ENSG00000060491
FLT1	ENSG00000102755
RPL9	ENSG00000163682
CTNS	ENSG00000040531
RPL12P35	ENSG00000243007
SRP9P1	ENSG00000180581
TNKS2	ENSG00000107854
FAM197Y1	ENSG00000224336
IGLJ4	ENSG00000211680
MAP4K3-DT	ENSG00000231312
IGLC4	ENSG00000254029
IGLJ5	ENSG00000211681
TSPY15P	ENSG00000236786
SF3A3P1	ENSG00000230568
AP4E1	ENSG00000081014
SMAD5-AS1	ENSG00000164621
IGLC5	ENSG00000254030
IGLJ6	ENSG00000211682
IGLC6	ENSG00000222037
TMEM202-AS1	ENSG00000261423
SMAD5	ENSG00000113658
IGLJ7	ENSG00000211684
RBMY3AP	ENSG00000231436
TMEM202	ENSG00000187806
IGLC7	ENSG00000211685
TSPY25P	ENSG00000234110
C10orf71	ENSG00000177354
ARIH1	ENSG00000166233
TSPAN14	ENSG00000108219
STK38	ENSG00000112079
PI4KAP1	ENSG00000274602
VN1R2	ENSG00000196131
VN1R4	ENSG00000228567
LIG1	ENSG00000105486
UQCRFS1	ENSG00000169021
MAP4K3	ENSG00000011566
SKP1	ENSG00000113558
FAM90A27P	ENSG00000189348
PYGM	ENSG00000068976
BIRC8	ENSG00000163098
RPS29P23	ENSG00000231361
OGFR-AS1	ENSG00000229873
FAM90A28P	ENSG00000269118
MRGBP	ENSG00000101189
VN1R6P	ENSG00000174677
LINC00322	ENSG00000237864
HOXA11-AS	ENSG00000240990
SEC62-AS1	ENSG00000240373
VSTM2B	ENSG00000187135
MED6	ENSG00000133997
SEC62	ENSG00000008952
KCTD12	ENSG00000178695
MRPL49P1	ENSG00000224296
EMC6	ENSG00000127774
BTF3P11	ENSG00000118903
LINC01679	ENSG00000237989
HOXA11	ENSG00000005073
P2RX5-TAX1BP3	ENSG00000257950
PPID	ENSG00000171497
RSPH14	ENSG00000100218
PHBP20	ENSG00000271072
TAX1BP3	ENSG00000213977
MTND2P40	ENSG00000236483
SHISAL2B	ENSG00000145642
ZNF799	ENSG00000196466
ZNF264	ENSG00000083844
SHC2	ENSG00000129946
CLIC5	ENSG00000112782
C4orf46	ENSG00000205208
LINC02235	ENSG00000254689
MAGEL2	ENSG00000254585
HNRNPA1P36	ENSG00000231942
ACOX2	ENSG00000168306
SIK1	ENSG00000142178
SNX16	ENSG00000104497
MTCO2P27	ENSG00000230321
SREK1IP1	ENSG00000153006
ETFDH	ENSG00000171503
ZNF443	ENSG00000180855
TSPY16P	ENSG00000226223
GNAZ	ENSG00000128266
LINC01388	ENSG00000231808
FOXD4	ENSG00000170122
ZNF709	ENSG00000242852
C20orf96	ENSG00000196476
ACOD1	ENSG00000102794
MYCL	ENSG00000116990
NDN	ENSG00000182636
PABPC1	ENSG00000070756
RPL7P44	ENSG00000233873
MTCO1P27	ENSG00000232579
TRIM68	ENSG00000167333
PGK1P2	ENSG00000213290
SYF2P2	ENSG00000233148
POP4	ENSG00000105171
ZNF564	ENSG00000249709
TTTY8	ENSG00000183385
OR6J1	ENSG00000255804
DRGX	ENSG00000165606
LSINCT5	ENSG00000281560
NSD1	ENSG00000165671
ZNF490	ENSG00000188033
AURKC	ENSG00000105146
NIPSNAP1	ENSG00000184117
NCK1	ENSG00000158092
PWRN4	ENSG00000260232
DYNLRB1	ENSG00000125971
MTATP6P27	ENSG00000234003
VLDLR	ENSG00000147852
LAMA1	ENSG00000101680
HEATR6	ENSG00000068097
ZNF791	ENSG00000173875
SNPH	ENSG00000101298
DCAF13P3	ENSG00000259378
LINC00460	ENSG00000233532
CDKL3	ENSG00000006837
IRX2	ENSG00000170561
NEU3	ENSG00000162139
FAM74A6	ENSG00000274516
PPIAP20	ENSG00000235686
NCOA3	ENSG00000124151
NCF1B	ENSG00000182487
ADGRL1	ENSG00000072071
RPL5P24	ENSG00000244052
AZIN1-AS1	ENSG00000253320
KRT18P7	ENSG00000258951
ODF3L2	ENSG00000181781
KLHL15	ENSG00000174010
THOC5	ENSG00000100296
ZNF845	ENSG00000213799
GLIS1	ENSG00000174332
SRSF3	ENSG00000112081
RAD51AP1P1	ENSG00000214283
RAD21L1	ENSG00000244588
IL20RB	ENSG00000174564
ATPSCKMT	ENSG00000150756
TRIM8	ENSG00000171206
SATB1-AS1	ENSG00000228956
GTF2IRD2P1	ENSG00000214544
EXOSC8	ENSG00000120699
RBM27	ENSG00000091009
PRPF39	ENSG00000185246
KCNC1	ENSG00000129159
IL20RB-AS1	ENSG00000249407
TTTY7B	ENSG00000147761
NDRG3	ENSG00000101079
ADRB1	ENSG00000043591
LINC02568	ENSG00000259459
PPP2CA	ENSG00000113575
SREBF1	ENSG00000072310
PCDHA12	ENSG00000251664
LINC02321	ENSG00000258884
LAP3P2	ENSG00000213500
PANDAR	ENSG00000281450
ATP8A2	ENSG00000132932
NPAS1	ENSG00000130751
HOTTIP	ENSG00000243766
TXLNGY	ENSG00000131002
CYP1A1	ENSG00000140465
NFATC2IP	ENSG00000176953
HOXA13	ENSG00000106031
KCTD9	ENSG00000104756
CDKN1A	ENSG00000124762
POU4F3	ENSG00000091010
TPH1	ENSG00000129167
RNF7P1	ENSG00000239831
E2F6P3	ENSG00000226885
DNAH12	ENSG00000174844
POM121L8P	ENSG00000229266
REST	ENSG00000084093
BCRP6	ENSG00000169662
TMEM178A	ENSG00000152154
IDH2	ENSG00000182054
KLHDC8B	ENSG00000185909
SUN5	ENSG00000167098
PRMT1P1	ENSG00000270706
HADH	ENSG00000138796
CSN1S1	ENSG00000126545
PCDHA2	ENSG00000204969
UBE2V1P5	ENSG00000226582
CEACAM3	ENSG00000170956
PCDHA10	ENSG00000250120
TTTY21	ENSG00000228890
POM121B	ENSG00000205578
DINOL	ENSG00000285244
CRISP2	ENSG00000124490
RAB44	ENSG00000255587
TYR	ENSG00000077498
RIMBP3	ENSG00000275793
TTTY2	ENSG00000212855
TTTY1	ENSG00000129845
SLC35F2	ENSG00000110660
C9orf131	ENSG00000174038
SERGEF	ENSG00000129158
SUSD2P2	ENSG00000278110
GAS1	ENSG00000180447
OXSR1	ENSG00000172939
HMGXB4	ENSG00000100281
TECRL	ENSG00000205678
CBX3P7	ENSG00000197692
SNAPC5P1	ENSG00000241216
LY86-AS1	ENSG00000216863
RPL39L	ENSG00000163923
C5orf38	ENSG00000186493
RHBDF1	ENSG00000007384
PNRC1	ENSG00000146278
FKBP3	ENSG00000100442
DHX9P1	ENSG00000228002
MPND	ENSG00000008382
LY86	ENSG00000112799
LINC00319	ENSG00000188660
VLDLR-AS1	ENSG00000236404
PCDHA13	ENSG00000239389
RTP1	ENSG00000175077
HIPK3	ENSG00000110422
MED17	ENSG00000042429
CA15P2	ENSG00000273907
CNN3P1	ENSG00000218868
RBMY2NP	ENSG00000229208
LIMD1-AS1	ENSG00000230530
TTTY22	ENSG00000224075
LINC00313	ENSG00000185186
MED1	ENSG00000125686
JMJD6	ENSG00000070495
SBF2	ENSG00000133812
SLC6A13	ENSG00000010379
SACM1L	ENSG00000211456
NOA1	ENSG00000084092
FOLR2	ENSG00000165457
TPGS1	ENSG00000141933
ACTL8	ENSG00000117148
EIF2S3	ENSG00000130741
MADCAM1	ENSG00000099866
PLEKHF1	ENSG00000166289
LINC02000	ENSG00000243832
MTMR14	ENSG00000163719
DHX8	ENSG00000067596
TTC25	ENSG00000204815
OXA1L	ENSG00000155463
ZCCHC3	ENSG00000247315
PCDHA6	ENSG00000081842
YME1L1	ENSG00000136758
LINC2194	ENSG00000260264
ERCC6	ENSG00000225830
ALDH7A1	ENSG00000164904
NRSN2	ENSG00000125841
CACNG3	ENSG00000006116
HSP90AA2P	ENSG00000224411
MAP2K4	ENSG00000065559
CLVS1	ENSG00000177182
RPS6KA5	ENSG00000100784
HAS1	ENSG00000105509
HNRNPCP4	ENSG00000263179
RAB39A	ENSG00000179331
PSMD12P	ENSG00000240135
RPL12P27	ENSG00000237169
LAPTM4BP2	ENSG00000271266
PPP1R2	ENSG00000184203
FRAT1	ENSG00000165879
RAI1	ENSG00000108557
PCDHA9	ENSG00000204961
NF1	ENSG00000196712
PCDHA3	ENSG00000255408
KRT8P3	ENSG00000254285
RTN4RL1	ENSG00000185924
CLN5	ENSG00000102805
NPM1P6	ENSG00000213881
ZFX-AS1	ENSG00000234230
EBLN2	ENSG00000255423
PCDHA14	ENSG00000249504
SBF2-AS1	ENSG00000246273
PPP4R2	ENSG00000163605
ZFX	ENSG00000005889
ASPH	ENSG00000198363
PCDHA1	ENSG00000204970
SMCR5	ENSG00000226746
PRM2	ENSG00000122304
AOAH-IT1	ENSG00000230539
